CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy
787565433,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,43,4,2,4,4039,1397,2642
717287883,Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,46,6,2,3,5516,2517,2999
715746633,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,54,3,1,2,5577,689,4888
720635883,Existing Customer,34,M,3,Unknown,Unknown,$80K - $120K,Blue,24,6,3,3,8628,1500,7128
710077008,Existing Customer,43,M,2,Uneducated,Single,$120K +,Blue,33,5,3,1,30137,1368,28769
804437658,Existing Customer,42,F,3,Doctorate,Married,Less than $40K,Blue,36,4,2,1,9778,2154,7624
780000258,Existing Customer,48,M,3,Uneducated,Single,$120K +,Blue,38,4,2,5,20912,0,20912
825785508,Existing Customer,49,M,3,High School,Single,$120K +,Blue,45,3,2,2,14699,1049,13650
720252858,Existing Customer,57,M,3,College,Single,$60K - $80K,Blue,36,6,3,2,10350,0,10350
710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,11346,0,11346
711750183,Existing Customer,63,F,2,Graduate,Single,Less than $40K,Gold,55,4,1,3,15987,1345,14642
718364283,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,30,3,2,4,19711,0,19711
711638658,Existing Customer,33,M,4,High School,Single,$40K - $60K,Blue,25,4,1,1,8650,1929,6721
711046383,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Silver,36,5,1,1,34516,1316,33200
720877083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,2,9748,1354,8394
715662258,Existing Customer,49,F,3,Unknown,Unknown,Less than $40K,Blue,36,3,1,2,2454,2060,394
715570533,Attrited Customer,48,M,3,Post-Graduate,Unknown,$120K +,Blue,35,2,2,6,34516,0,34516
758202858,Existing Customer,47,F,3,High School,Unknown,Less than $40K,Blue,40,4,2,4,4255,1681,2574
712872183,Existing Customer,35,F,4,Uneducated,Single,Less than $40K,Blue,24,4,2,2,3271,1367,1904
710014683,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,20,3,3,2,3480,724,2756
716934333,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,40,3,1,4,13306,2458,10848
778523733,Existing Customer,38,M,3,Graduate,Single,$80K - $120K,Blue,31,6,1,2,13637,0,13637
716353083,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,29,4,2,3,6733,1028,5705
753642933,Existing Customer,52,F,3,High School,Single,Less than $40K,Blue,45,3,3,0,2728,1365,1363
708151008,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1,2,6250,644,5606
789646158,Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,33,5,1,3,3653,881,2772
712423233,Existing Customer,44,M,3,High School,Divorced,$60K - $80K,Blue,36,4,3,1,22919,1368,21551
719806233,Existing Customer,36,M,1,Graduate,Single,$120K +,Blue,20,3,2,2,34516,0,34516
786509358,Existing Customer,44,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,4,4198,1782,2416
711502908,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,39,6,2,2,7532,0,7532
748617858,Existing Customer,35,M,5,Uneducated,Single,$60K - $80K,Blue,28,4,2,3,4587,1704,2883
721532583,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,5,3,4,12250,2165,10085
789244308,Existing Customer,56,M,4,College,Single,$80K - $120K,Blue,41,6,1,4,17753,1899,15854
709330383,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Silver,19,4,3,3,12535,2049,10486
719136183,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1,3,3541,1444,2097
716939358,Existing Customer,43,F,3,Graduate,Divorced,Unknown,Blue,33,6,3,4,14622,0,14622
778155558,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,2,23973,0,23973
713461533,Existing Customer,54,M,3,Graduate,Single,$80K - $120K,Blue,38,4,2,1,29200,1310,27890
803776533,Existing Customer,46,M,2,Post-Graduate,Single,$60K - $80K,Blue,41,3,3,2,10077,0,10077
714857508,Existing Customer,44,F,4,Doctorate,Married,Unknown,Blue,36,5,2,4,8667,1775,6892
720348933,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,31,4,3,4,12871,758,12113
721158108,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,30,3,2,4,2346,0,2346
789043008,Existing Customer,55,F,2,Post-Graduate,Divorced,Less than $40K,Blue,43,4,2,4,9919,0,9919
713362158,Existing Customer,50,M,3,Unknown,Single,$120K +,Blue,33,4,1,4,17087,0,17087
712623258,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,3,5505,2517,2988
708494583,Existing Customer,49,F,3,Uneducated,Divorced,Less than $40K,Blue,36,4,1,3,1902,0,1902
718394658,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,22,3,1,1,4254,2464,1790
719398158,Existing Customer,51,M,2,Unknown,Unknown,$80K - $120K,Blue,39,6,1,3,9854,1886,7968
711885258,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,31,5,3,4,7711,988,6723
789161358,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,19,3,1,4,3213,2517,696
787581858,Existing Customer,46,M,2,Unknown,Unknown,$120K +,Blue,37,3,2,4,3132,1466,1666
779198133,Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,33,3,3,2,9977,2088,7889
708314808,Existing Customer,53,F,2,College,Married,Unknown,Blue,41,5,1,3,5659,1393,4266
720508233,Attrited Customer,62,M,0,Unknown,Single,$40K - $60K,Silver,42,3,4,4,17161,0,17161
717134058,Existing Customer,65,F,1,Unknown,Single,Unknown,Blue,36,5,1,2,5018,1131,3887
783366483,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,38,4,3,3,11474,1063,10411
715412583,Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,1,4,7925,1445,6480
719562108,Existing Customer,28,F,0,Uneducated,Single,Less than $40K,Silver,20,6,3,3,12793,1650,11143
754457883,Existing Customer,49,M,2,Unknown,Single,Less than $40K,Blue,42,4,2,2,4834,0,4834
742552683,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,31,6,2,5,1438.3,688,750.3
711455133,Existing Customer,55,M,3,College,Single,$120K +,Blue,36,5,3,3,12948,1839,11109
716387733,Attrited Customer,49,M,4,Graduate,Single,$60K - $80K,Blue,36,1,4,5,5662,1484,4178
772571508,Existing Customer,34,F,2,High School,Single,Less than $40K,Blue,24,4,1,0,2799,0,2799
718815108,Existing Customer,50,M,2,Unknown,Married,$80K - $120K,Blue,38,3,3,1,6030,1315,4715
719266158,Existing Customer,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,3,1,6779,1359,5420
720708183,Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1,1,15248,1242,14006
767523933,Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,45,4,1,0,15583,0,15583
797466033,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,26,3,2,3,2576,1754,822
771886233,Existing Customer,48,M,1,Unknown,Married,$60K - $80K,Silver,37,6,3,5,25270,1090,24180
712612233,Existing Customer,35,M,4,Graduate,Single,$60K - $80K,Blue,22,3,3,3,8717,719,7998
716516208,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,3,1438.3,0,1438.3
709950858,Existing Customer,45,M,5,College,Single,$80K - $120K,Blue,35,4,2,1,33755,2301,31454
779882508,Existing Customer,53,F,2,Unknown,Single,$40K - $60K,Blue,37,5,3,4,7282,0,7282
717472833,Existing Customer,42,M,4,Unknown,Single,$80K - $120K,Blue,32,6,3,5,7260,713,6547
712665633,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Silver,30,6,1,4,12952,1864,11088
709562358,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,43,6,1,5,5353,1594,3759
715391433,Existing Customer,38,M,0,Graduate,Married,$60K - $80K,Blue,33,5,4,4,11741,1560,10181
708722583,Existing Customer,39,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,1,2609,1656,953
720452508,Existing Customer,51,F,1,College,Married,Unknown,Blue,37,4,3,1,11167,0,11167
714566958,Existing Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,4,2,5,20882,1420,19462
816084333,Existing Customer,42,M,2,Unknown,Single,$120K +,Gold,37,5,2,2,34516,1230,33286
806179683,Existing Customer,63,F,1,College,Single,$40K - $60K,Blue,56,5,3,2,3071,2044,1027
806244183,Existing Customer,39,M,2,Graduate,Divorced,$60K - $80K,Blue,34,5,1,4,2267,0,2267
787999533,Existing Customer,52,M,2,High School,Single,$120K +,Blue,44,4,2,2,6617,2517,4100
718358808,Existing Customer,57,F,2,High School,Divorced,Less than $40K,Blue,50,5,3,5,3276,0,3276
718474683,Existing Customer,36,M,0,High School,Married,$120K +,Blue,24,3,3,2,10097,2139,7958
716908158,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,36,6,2,1,8260,2517,5743
713984208,Existing Customer,52,M,4,Graduate,Married,$40K - $60K,Blue,33,5,2,1,5776,874,4902
713013483,Existing Customer,40,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,1438.3,915,523.3
754599558,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,33,5,3,1,7207,2002,5205
788739633,Attrited Customer,38,M,1,Unknown,Married,$120K +,Blue,16,3,1,4,2106,238,1868
712411908,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,34,4,2,5,21158,0,21158
717538683,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,36,3,2,2,22906,1132,21774
709447908,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,33,4,3,4,2648,2309,339
816834933,Existing Customer,34,F,4,Graduate,Single,Unknown,Silver,29,6,2,2,30702,673,30029
718963158,Existing Customer,49,M,1,Unknown,Single,$120K +,Blue,40,5,3,1,34516,0,34516
714358008,Existing Customer,53,F,1,College,Divorced,Unknown,Blue,36,3,1,3,17054,0,17054
720758808,Attrited Customer,38,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,16317,0,16317
708255633,Existing Customer,36,M,1,Graduate,Single,$80K - $120K,Blue,27,3,2,4,3761,1710,2051
716101308,Existing Customer,48,M,3,Unknown,Married,$40K - $60K,Blue,35,6,3,4,2173,0,2173
715986258,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Silver,41,3,3,2,15845,1675,14170
715858008,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,3,3,8061,2517,5544
806226933,Existing Customer,37,M,2,High School,Unknown,$120K +,Blue,32,6,1,1,34516,0,34516
708361833,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,3,19430,0,19430
778422933,Existing Customer,42,F,1,Unknown,Single,Unknown,Blue,22,4,2,2,19127,985,18142
708957183,Existing Customer,48,M,0,Unknown,Divorced,$40K - $60K,Blue,36,3,1,0,2708,2517,191
718000383,Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,51,3,3,4,23566,1147,22419
714466458,Existing Customer,49,F,2,High School,Married,Unknown,Blue,35,4,3,2,2532,2124,408
719608308,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,29,3,2,3,9829,2517,7312
792995808,Existing Customer,57,F,3,Post-Graduate,Single,$40K - $60K,Blue,51,5,4,5,7226,1689,5537
716211258,Existing Customer,59,F,1,College,Unknown,Less than $40K,Blue,49,6,5,4,4072,0,4072
779289033,Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,28,4,1,5,21646,1778,19868
719356008,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,1438.3,0,1438.3
718503108,Existing Customer,40,M,3,Unknown,Married,$120K +,Blue,26,3,3,1,14046,1994,12052
779661033,Existing Customer,49,M,4,Unknown,Married,$60K - $80K,Silver,32,5,2,3,25620,1107,24513
813053733,Attrited Customer,53,M,4,Unknown,Single,$120K +,Blue,48,3,3,4,34516,278,34238
718354683,Existing Customer,59,F,0,Graduate,Single,$40K - $60K,Silver,45,6,3,3,21358,1225,20133
720529308,Attrited Customer,63,M,0,High School,Single,$60K - $80K,Blue,48,5,3,1,1856,0,1856
787578183,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,28,5,3,2,1438.3,0,1438.3
737952333,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,56,3,1,5,2586,0,2586
779498058,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,21,5,3,3,3281,1272,2009
799707858,Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,42,6,1,2,7115,2000,5115
719543208,Existing Customer,38,F,3,Uneducated,Single,Unknown,Blue,36,5,3,3,13220,848,12372
797743233,Existing Customer,45,M,3,Uneducated,Unknown,$60K - $80K,Blue,39,3,2,3,5996,865,5131
710658483,Attrited Customer,47,M,4,Graduate,Unknown,$40K - $60K,Blue,34,2,3,6,9080,2174,6906
715399908,Existing Customer,54,F,2,High School,Single,Unknown,Blue,45,5,3,5,7563,1465,6098
710288883,Existing Customer,40,F,1,Graduate,Married,Less than $40K,Blue,32,4,1,5,8749,1654,7095
719912808,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,39,3,3,4,14973,0,14973
720247158,Existing Customer,63,M,0,Graduate,Single,Unknown,Blue,36,6,3,2,7108,600,6508
718672233,Existing Customer,48,F,1,Graduate,Single,Unknown,Blue,38,3,2,2,23007,1239,21768
789593058,Existing Customer,46,M,5,College,Married,$60K - $80K,Blue,39,3,2,3,24248,1020,23228
710278458,Attrited Customer,52,M,2,High School,Single,$80K - $120K,Blue,43,4,3,3,11617,2517,9100
714467733,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Silver,36,3,2,3,30428,1721,28707
803026008,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,42,3,6,2,6805,1448,5357
772000533,Existing Customer,59,M,1,Graduate,Married,$60K - $80K,Blue,48,4,3,2,14257,1113,13144
811035483,Attrited Customer,47,M,3,Uneducated,Divorced,$120K +,Silver,42,2,4,5,34516,0,34516
715480983,Existing Customer,55,F,2,College,Single,Less than $40K,Blue,36,5,2,3,5719,892,4827
819997983,Existing Customer,53,M,5,Unknown,Married,$80K - $120K,Blue,48,6,1,0,9517,1869,7648
807593058,Attrited Customer,41,F,3,Unknown,Single,$40K - $60K,Blue,36,3,2,4,5317,0,5317
720437358,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,32,5,1,2,2526,2303,223
719465733,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,44,6,3,3,2971,0,2971
711978858,Existing Customer,59,M,2,Graduate,Single,Less than $40K,Blue,49,6,3,2,6834,900,5934
814364808,Existing Customer,36,F,2,Uneducated,Married,Unknown,Blue,31,5,3,1,3002,1002,2000
788820933,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,42,3,2,2,16727,1380,15347
713316558,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,29,3,2,2,4573,0,4573
779856483,Existing Customer,38,M,2,Post-Graduate,Single,$80K - $120K,Blue,22,4,1,2,15410,0,15410
717085983,Existing Customer,44,F,2,High School,Single,$40K - $60K,Blue,25,6,2,3,3299,2517,782
788030208,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Silver,33,1,2,3,13453,2517,10936
709914858,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,36,4,1,2,6362,1705,4657
716111808,Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,49,5,3,1,2679,2011,668
708618933,Existing Customer,34,M,2,Uneducated,Single,$120K +,Blue,13,6,3,2,4369,2049,2320
720446508,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,36,5,3,2,1721,1037,684
756488883,Existing Customer,41,M,2,Uneducated,Single,$80K - $120K,Blue,34,6,2,2,2196,1619,577
708414033,Existing Customer,50,M,4,Graduate,Married,$40K - $60K,Blue,38,6,3,3,2845,1153,1692
756727233,Existing Customer,49,M,2,High School,Single,$120K +,Blue,42,3,2,4,21144,1190,19954
720379533,Attrited Customer,47,M,3,Unknown,Unknown,$120K +,Blue,36,1,3,4,3952,0,3952
720340383,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,2,3518,2035,1483
771453033,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,35,5,1,2,17343,1280,16063
708747708,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33,4,1,2,3498,0,3498
712460433,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,25,4,1,3,9121,1426,7695
719801508,Existing Customer,36,M,1,Uneducated,Unknown,$120K +,Blue,23,6,3,3,20230,798,19432
720983733,Attrited Customer,44,M,3,Unknown,Single,$60K - $80K,Blue,36,2,3,3,15422,864,14558
713657733,Existing Customer,47,M,4,Unknown,Single,$60K - $80K,Blue,36,5,3,1,9132,800,8332
709955958,Existing Customer,41,F,1,High School,Single,Less than $40K,Blue,33,4,2,0,8054,1023,7031
719099583,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,34,3,2,3,1640,1444,196
719513733,Existing Customer,48,M,3,Doctorate,Married,$80K - $120K,Blue,41,3,3,4,8739,0,8739
710654808,Attrited Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,36,3,1,4,1818,0,1818
719651358,Existing Customer,46,F,4,Uneducated,Single,Unknown,Blue,33,3,3,3,24949,1749,23200
718917408,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,4,3,3,3115,1136,1979
808753758,Existing Customer,52,M,2,Uneducated,Divorced,$120K +,Blue,47,5,2,2,29695,1525,28170
711699183,Existing Customer,56,M,2,Uneducated,Divorced,$60K - $80K,Blue,50,4,1,2,7261,1079,6182
711196458,Attrited Customer,38,F,1,Unknown,Married,Less than $40K,Blue,20,2,2,3,1621,580,1041
772565883,Existing Customer,41,M,0,High School,Single,$80K - $120K,Blue,31,3,5,2,33472,2517,30955
717203958,Existing Customer,51,M,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2,11512,988,10524
769701258,Existing Customer,26,F,0,Unknown,Unknown,Unknown,Blue,18,3,3,3,12463,1319,11144
714933783,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,37,5,1,4,8511,0,8511
717650133,Existing Customer,41,M,5,Graduate,Single,$60K - $80K,Blue,28,5,1,4,4821,1426,3395
708707808,Existing Customer,57,M,2,Graduate,Unknown,$60K - $80K,Blue,45,4,1,2,2480,1584,896
717331758,Existing Customer,44,M,4,Graduate,Married,$120K +,Blue,32,6,3,4,34516,2517,31999
801385458,Existing Customer,52,M,1,Uneducated,Married,$120K +,Blue,46,5,2,4,8596,2019,6577
710605458,Existing Customer,49,M,2,High School,Married,$60K - $80K,Blue,39,6,3,2,7223,1963,5260
719570733,Existing Customer,52,M,2,Unknown,Single,$60K - $80K,Blue,39,3,2,3,1629,978,651
708646233,Existing Customer,44,F,1,Unknown,Divorced,Unknown,Blue,36,3,2,1,17116,1289,15827
766006758,Existing Customer,63,M,1,High School,Married,$60K - $80K,Blue,56,3,2,4,7216,2321,4895
710695083,Existing Customer,44,M,3,College,Single,$60K - $80K,Silver,32,4,1,3,28397,1421,26976
709224033,Attrited Customer,53,M,4,Uneducated,Single,$60K - $80K,Blue,43,1,3,2,13720,0,13720
795991758,Existing Customer,47,F,3,Unknown,Married,$40K - $60K,Blue,41,5,3,3,7553,660,6893
709381383,Existing Customer,49,M,4,Graduate,Married,$60K - $80K,Blue,36,4,6,2,2952,2517,435
810321933,Existing Customer,35,M,3,High School,Unknown,$80K - $120K,Blue,30,5,3,3,11229,1054,10175
716235783,Existing Customer,45,M,3,College,Married,$40K - $60K,Blue,39,3,2,4,7109,866,6243
758833758,Existing Customer,45,M,4,Unknown,Married,$40K - $60K,Blue,38,4,3,3,1862,845,1017
713579733,Existing Customer,36,M,2,College,Single,$60K - $80K,Blue,22,5,3,3,4511,754,3757
804649833,Existing Customer,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,29,3,3,4,2533,1126,1407
780971583,Existing Customer,46,M,1,Graduate,Divorced,$120K +,Blue,30,6,2,2,2016,797,1219
804673308,Attrited Customer,49,M,5,Uneducated,Married,$40K - $60K,Blue,44,2,3,4,3893,0,3893
788747358,Existing Customer,50,M,0,High School,Divorced,$40K - $60K,Blue,29,5,3,2,5530,2034,3496
713199558,Existing Customer,57,F,3,Doctorate,Single,Less than $40K,Blue,44,5,3,2,1737,813,924
713777883,Existing Customer,46,F,0,Graduate,Divorced,Unknown,Blue,36,3,3,2,6853,1679,5174
771081558,Existing Customer,55,M,2,High School,Divorced,$120K +,Blue,42,3,2,2,34516,1190,33326
710229333,Existing Customer,38,M,2,College,Single,$40K - $60K,Blue,20,6,1,3,11068,1254,9814
720406233,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,5546,1829,3717
767784708,Attrited Customer,48,M,0,Doctorate,Married,$60K - $80K,Blue,41,2,3,4,7277,504,6773
712052058,Existing Customer,57,M,3,Graduate,Single,$40K - $60K,Blue,48,3,3,0,9426,1574,7852
715278708,Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,36,5,3,1,1594,927,667
827049558,Existing Customer,47,M,2,Graduate,Unknown,$80K - $120K,Blue,43,3,2,2,2158,1170,988
710248233,Existing Customer,37,M,3,College,Single,$40K - $60K,Blue,28,5,2,3,3490,1421,2069
712146558,Existing Customer,48,F,5,Uneducated,Married,Less than $40K,Blue,30,3,2,3,2364,1619,745
715179933,Existing Customer,49,F,2,High School,Married,Unknown,Blue,36,6,2,3,15704,0,15704
709215708,Existing Customer,49,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,36,4,2,5,18253,2517,15736
710668458,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,5,3,0,3696,0,3696
718828083,Existing Customer,52,M,1,Graduate,Single,$40K - $60K,Blue,43,4,3,3,8748,2284,6464
720781158,Existing Customer,44,F,2,Uneducated,Divorced,$40K - $60K,Blue,27,4,2,3,5608,1243,4365
716938383,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,28,3,2,3,34516,0,34516
709976358,Existing Customer,51,F,1,Unknown,Single,Less than $40K,Blue,42,4,3,3,3236,0,3236
715688958,Existing Customer,45,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1,3,2736,2043,693
721493883,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,35,5,2,2,5195,0,5195
709830783,Existing Customer,47,M,5,Unknown,Single,$120K +,Silver,36,5,2,2,34516,1686,32830
715354983,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,35,6,3,1,6327,0,6327
713532858,Existing Customer,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,36,6,1,2,4728,1386,3342
721295658,Existing Customer,62,M,1,Unknown,Single,$80K - $120K,Blue,55,6,1,4,34516,2517,31999
720313083,Existing Customer,32,M,1,Unknown,Single,$120K +,Blue,18,5,3,2,6276,2289,3987
720724008,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,36,4,1,4,13430,2356,11074
712828533,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,36,3,1,2,2796,0,2796
717007458,Existing Customer,46,M,2,Graduate,Married,$40K - $60K,Blue,38,4,3,3,2457,1051,1406
710728458,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,2,7075,1396,5679
717720108,Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Blue,31,4,2,3,12386,980,11406
720648483,Existing Customer,39,M,4,College,Single,$80K - $120K,Blue,31,4,3,2,32210,1115,31095
770146008,Existing Customer,59,M,1,Graduate,Single,$40K - $60K,Blue,53,4,3,2,2136,1502,634
714829683,Existing Customer,43,M,2,Doctorate,Single,$80K - $120K,Blue,36,3,3,3,10851,1101,9750
717015333,Existing Customer,52,M,1,Unknown,Divorced,$120K +,Blue,41,6,1,2,2717,1953,764
757837458,Existing Customer,59,F,2,High School,Single,Unknown,Blue,52,4,2,4,3578,663,2915
719240358,Existing Customer,60,M,1,Unknown,Single,$60K - $80K,Blue,50,4,3,0,10698,1790,8908
719036883,Existing Customer,48,F,1,Uneducated,Divorced,Less than $40K,Blue,38,3,3,2,4668,0,4668
714000108,Existing Customer,40,F,3,College,Divorced,Unknown,Blue,36,5,2,4,6772,0,6772
720786033,Existing Customer,55,M,1,College,Single,$80K - $120K,Blue,42,5,2,4,10696,1206,9490
708917133,Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,35,3,3,4,11851,0,11851
818929158,Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,Blue,31,3,3,2,11558,0,11558
709513458,Existing Customer,49,M,3,High School,Unknown,$60K - $80K,Blue,36,3,2,2,9551,1833,7718
717705858,Existing Customer,40,M,2,High School,Unknown,$80K - $120K,Blue,32,4,3,3,29923,0,29923
716573058,Attrited Customer,54,F,3,Doctorate,Unknown,Less than $40K,Blue,36,3,3,4,1438.3,0,1438.3
827695683,Existing Customer,40,M,3,Uneducated,Single,$120K +,Blue,36,4,2,5,34516,1329,33187
819189108,Existing Customer,63,M,0,College,Single,$80K - $120K,Blue,56,6,2,2,9033,0,9033
716977758,Attrited Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,1,3675,2517,1158
714901383,Existing Customer,44,M,2,High School,Married,$80K - $120K,Blue,38,6,3,3,9183,2191,6992
718500633,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,5,1,1,7924,1896,6028
713516433,Existing Customer,36,F,3,College,Single,Less than $40K,Blue,36,6,1,0,5383,737,4646
715140933,Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Silver,39,5,2,4,21425,1459,19966
712642533,Existing Customer,38,M,3,Unknown,Unknown,$80K - $120K,Blue,26,6,1,3,32866,2098,30768
721498008,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,2,1438.3,0,1438.3
717189183,Existing Customer,35,M,1,Doctorate,Single,$40K - $60K,Blue,24,6,3,2,10467,1961,8506
708902883,Existing Customer,55,M,2,Graduate,Single,$120K +,Blue,36,5,2,2,12856,0,12856
817889583,Attrited Customer,61,F,0,Graduate,Single,$40K - $60K,Blue,56,3,3,4,9721,0,9721
717242058,Attrited Customer,43,F,5,Graduate,Married,Less than $40K,Blue,39,2,3,4,3981,0,3981
715628733,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,36,6,3,4,7587,0,7587
716613933,Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,36,6,5,2,3417,1482,1935
712709508,Existing Customer,48,F,2,Unknown,Single,Unknown,Blue,40,3,3,4,8012,0,8012
716306583,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,Blue,36,3,3,5,3812,2517,1295
720026058,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,36,6,1,3,21378,1284,20094
756397458,Existing Customer,54,F,1,Graduate,Single,Less than $40K,Silver,47,6,3,4,12873,0,12873
712644483,Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,39,5,3,1,20229,1217,19012
814489683,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,29,3,1,0,5387,795,4592
789111483,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,34,5,3,4,16546,1850,14696
