CLIENTNUM,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_1,Naive_Bayes_Classifier_2
737944908,0.635,1599,36,0.565,0.098,0.00012511,0.99987
720688158,0.741,2751,68,0.659,0,0.00032942,0.99967
719902908,0.407,1434,31,0.292,0,0.99711,0.00288892
771682533,0.773,3928,75,0.744,0,0.00020516,0.99979
708193008,0.703,1616,43,0.654,0,0.0005564,0.99944
772449858,0.909,3849,70,0.591,0.183,0.00053543,0.99946
715992558,0.542,1968,59,0.735,0.126,0.00016471,0.99984
708502908,0.74,3925,88,0.833,0,0.00016815,0.99983
720132258,0.934,3422,78,0.529,0.038,0.00030168,0.9997
708704433,1.248,2812,77,1.081,0.745,0.00052052,0.99948
720906033,1.12,2987,52,0.857,0.203,0.00058531,0.99941
719961183,0.375,1550,33,0.65,0.563,0.00015005,0.99985
718838808,1.248,2720,48,1.182,0.758,0.00033411,0.99967
710268858,0.775,3162,99,0.707,0.608,0.0000578,0.99994
788360283,0.865,2557,55,0.618,0,0.0000191,0.99998
717914808,1.026,4044,66,0.65,0.157,0.00081456,0.99919
802884933,0.756,1665,32,0.524,0.413,0.00017969,0.99982
714436383,0.581,4222,75,0.471,0,0.00018864,0.99981
718785483,1.13,4238,85,0.809,0.042,0.00037126,0.99963
708816408,0.817,3063,71,0.511,0,0.00025751,0.99974
715363908,0.544,3658,70,0.628,0.328,0.0000594,0.99994
709163358,0.465,1727,35,0.458,0.073,0.99852,0.0014793
827643858,0.833,3212,64,0.422,0,0.00012511,0.99987
711251133,1.159,2990,55,0.964,0,0.0001933,0.99981
716896833,0.693,1976,35,0.75,0.116,0.00016305,0.99984
789193383,0.755,3495,70,0.628,0.64,0.00024128,0.99976
712801758,0.714,3052,63,0.75,0.942,0.0000517,0.99995
719836083,0.294,1543,34,0.172,0.234,0.00025058,0.99975
718291233,0.479,4314,67,0.634,0.057,0.0000972,0.9999
718682883,1,4478,76,0.727,0.128,0.00011924,0.99988
771503958,0.579,4089,72,0.674,0.423,0.00010183,0.9999
771960708,0.797,3591,80,0.739,0.748,0.00032656,0.99967
717427983,1.003,2682,64,0.641,0.217,0.00047034,0.99953
712737108,0.702,4221,75,0.923,0,0.0000562,0.99994
771599283,0.651,1606,32,0.882,0.669,0.00056498,0.99944
717237708,0.847,3982,58,0.871,0.132,0.0010502,0.99895
710703708,0.455,2961,56,0.647,0.057,0.00018736,0.99981
712513458,0.999,3150,70,0.489,0.254,0.00016112,0.99984
709690158,0.572,1470,33,0.737,0.548,0.0000578,0.99994
709959858,0.613,3825,63,0.537,0,0.00054115,0.99946
720683958,0.742,4077,67,0.763,0,0.0001414,0.99986
780704358,0.777,4014,73,0.659,0,0.0000732,0.99993
717843783,0.621,2338,71,0.69,0.118,0.00014832,0.99985
718318383,0.67,4251,69,0.533,0.567,0.00047086,0.99953
708849858,0.57,3683,73,0.738,0.102,0.00041058,0.99959
712652283,0.989,3030,74,0.805,0.022,0.0000894,0.99991
793461933,0.734,2835,57,0.9,0.177,0.00032942,0.99967
720084183,0.889,3018,75,0.5,0,0.00037246,0.99963
767114958,1.035,3250,70,0.591,0.643,0.00010043,0.9999
709216533,0.55,3142,64,0.561,0.278,0.00050168,0.9995
720897783,0.594,2776,59,0.735,0.058,0.00054528,0.99945
773503308,0.706,4010,79,0.717,0.716,0.00055621,0.99944
719963433,1.487,3676,77,1.139,0.234,0.00012982,0.99987
708139833,0.632,2323,44,0.419,0,0.99499,0.00501
710664558,0.835,3927,73,0.659,0.2,0.00032942,0.99967
713687508,0.62,3159,69,0.568,0.162,0.00044353,0.99956
816312633,0.563,2349,66,0.347,0,0.00030519,0.99969
712019883,0.777,3337,69,0.769,0.12,0.00034872,0.99965
718216008,0.629,3275,60,0.5,0.127,0.00019864,0.9998
718345233,0.636,1904,41,0.519,0.777,0.00030251,0.9997
771228183,1.177,3294,87,0.891,0,0.0000795,0.99992
789430083,0.8,4470,83,0.844,0.095,0.0000553,0.99994
779524833,0.893,3640,59,0.735,0.44,0.00031211,0.99969
823621083,0.735,3948,74,0.721,0.102,0.00053543,0.99946
715563558,1.197,2533,62,1.138,0.141,0.00018558,0.99981
715424283,1.369,3059,50,0.613,0,0.000095,0.99991
807209808,0.846,3739,68,0.659,0.703,0.00010386,0.9999
716578158,1.319,3205,49,0.633,0.585,0.00058291,0.99942
708911508,0.936,3446,71,0.578,0,0.00019771,0.9998
717332733,1.06,2851,80,0.739,0,0.00034015,0.99966
710681808,0.833,2484,52,0.857,0.084,0.00030516,0.99969
708740808,0.777,2949,54,1.25,0,0.00054115,0.99946
711728208,0.991,4143,68,0.659,0,0.0000578,0.99994
720562008,0.603,2759,65,0.806,0.037,0.00027334,0.99973
709012083,0.58,2010,45,0.731,0.537,0.000498,0.9995
771073908,0.425,1406,27,0.5,0,0.000052,0.99995
718174908,0.522,1458,29,1.071,0.572,0.00019191,0.99981
709550958,0.612,2689,62,0.59,0,0.00016399,0.99984
720411183,1.193,3042,66,0.941,0.181,0.0000185,0.99998
720776508,1.224,4248,65,0.857,0,0.00026028,0.99974
755615208,0.947,4084,66,0.571,0.144,0.00018145,0.99982
708147108,0.763,2309,71,0.543,0.119,0.0000795,0.99992
827476983,0.451,1865,42,0.5,0.599,0.99158,0.00842
716682258,0.711,3650,62,0.676,0.05,0.00081456,0.99919
708563433,1.015,1616,32,0.455,0.081,0.99501,0.00499338
772277508,1.299,3292,52,0.857,0,0.00011743,0.99988
712515558,0.622,2834,77,0.638,0.065,0.0001747,0.99983
719342808,0.747,3750,76,0.727,0.165,0.00019864,0.9998
788957358,0.801,4224,77,0.791,0.452,0.00016883,0.99983
778386033,0.57,2068,34,0.619,0.512,0.00055052,0.99945
820060758,0.8,3651,59,0.553,0.411,0.00029801,0.9997
713271708,0.674,4454,74,0.574,0,0.00010973,0.99989
720555483,0.631,4100,79,0.681,0,0.0003139,0.99969
709405758,0.363,1965,49,0.256,0.637,0.00017987,0.99982
769463433,0.682,3593,71,0.578,0,0.00021165,0.99979
786087633,0.505,1650,34,0.7,0.906,0.0000192,0.99998
738627708,0.551,1838,42,0.556,0,0.99824,0.00175907
719527833,1.095,3886,70,0.667,0.048,0.00030842,0.99969
715921758,0.579,2882,68,0.619,0,0.00017488,0.99983
717280158,0.739,3332,60,0.667,0.611,0.00092621,0.99907
714179658,0.852,1996,48,0.548,0,0.0000934,0.99991
806637558,0.425,1539,40,0.6,0,0.00051556,0.99948
714828708,0.562,3656,88,0.76,0,0.00013184,0.99987
711989358,0.875,3811,62,0.824,0.061,0.0000686,0.99993
720188508,0.671,4071,64,0.73,0.133,0.00034248,0.99966
719528958,0.789,4134,71,0.821,0.184,0.0000935,0.99991
713110908,0.65,1719,45,0.607,0.754,0.0007271,0.99927
721179708,0.433,4422,76,0.407,0,0.00021042,0.99979
716363658,0.769,3920,84,0.647,0.022,0.00081741,0.99918
711443808,0.813,4068,53,0.963,0.615,0.0000365,0.99996
778952058,0.816,3435,56,0.697,0.072,0.00056998,0.99943
713642133,1.122,4558,60,1.609,0.554,0.00034872,0.99965
778908783,0.426,1427,25,0.667,0.037,0.00052057,0.99948
778170633,0.723,3661,71,0.868,0.019,0.00011751,0.99988
714670533,0.509,3069,62,0.771,0.102,0.00031189,0.99969
771833433,0.519,2063,48,0.846,0,0.99686,0.00313909
772758783,0.624,3343,60,0.667,0.035,0.00028213,0.99972
788959758,0.774,3451,59,0.967,0.061,0.000074,0.99993
716878533,0.475,1425,33,0.5,0.172,0.0000365,0.99996
713267133,0.679,3088,65,0.711,0.131,0.0000669,0.99993
716263533,1.25,3166,72,0.946,0.583,0.00011423,0.99989
719026383,1.071,3135,59,0.903,0,0.0000952,0.9999
821755233,0.539,3441,69,0.468,0.075,0.00022083,0.99978
709683633,0.843,2914,67,0.763,0.092,0.0000454,0.99995
714318033,1.053,3321,57,1.036,0.16,0.00018218,0.99982
828291858,0.63,2381,40,0.481,0.151,0.99808,0.0019163
779647608,0.735,4199,92,0.586,0,0.00011065,0.99989
787605558,0.673,3489,81,0.528,0,0.00011811,0.99988
771534408,0.912,3897,74,1,0.855,0.00029411,0.99971
716219808,0.723,1742,41,0.323,0,0.00019864,0.9998
715690908,1.138,3418,78,0.733,0.103,0.00016865,0.99983
789125733,0.579,2114,53,0.514,0.35,0.00049554,0.9995
717271983,0.791,3261,64,0.684,0.04,0.0001356,0.99986
709695333,0.875,3577,82,0.783,0.166,0.00031746,0.99968
712233183,0.708,3244,62,0.879,0.38,0.00010848,0.99989
716645883,0.659,4297,68,0.744,0,0.00012511,0.99987
711762408,0.697,4023,63,0.75,0,0.0000797,0.99992
818305008,0.94,3978,89,0.78,0.122,0.0000926,0.99991
788159433,0.987,3855,70,0.591,0.036,0.0000605,0.99994
709104333,0.926,2687,64,0.778,0.026,0.00035844,0.99964
708112008,0.438,1661,35,0.296,0.045,0.00019143,0.99981
714731208,0.985,4050,58,0.611,0.868,0.00010043,0.9999
710006958,0.864,4755,69,0.533,0.092,0.00010386,0.9999
815062383,0.445,1914,33,0.5,0.262,0.00010545,0.99989
778447908,0.57,4136,65,0.912,0,0.0000535,0.99995
720725058,0.45,1375,33,0.65,0,0.99794,0.00205937
803415183,0.641,4614,76,0.689,0.019,0.0001118,0.99989
708582858,0.571,2958,63,0.432,0,0.00053543,0.99946
779833908,0.6,4095,67,0.675,0.075,0.0000686,0.99993
818687958,0.845,4462,88,0.66,0.225,0.00017987,0.99982
708714108,0.734,1894,49,0.633,0.187,0.00017449,0.99983
754872333,0.82,4740,88,0.796,0,0.0000926,0.99991
718637208,0.56,1689,36,0.714,0.687,0.0000686,0.99993
816772908,0.767,4533,78,0.472,0.052,0.0000502,0.99995
711935283,0.414,1427,36,0.333,0,0.99482,0.00518
716950758,0.559,1657,43,0.654,0,0.99458,0.00542
716497908,0.873,3698,65,0.625,0,0.0000748,0.99993
809358708,0.488,3514,63,0.703,0.062,0.00012982,0.99987
716037708,0.557,3240,54,0.588,0.108,0.00026692,0.99973
717804783,1.262,4160,70,0.842,0.125,0.00053543,0.99946
715338783,0.812,3018,80,0.778,0,0.00010386,0.9999
779645658,1.002,3607,59,0.735,0.206,0.00016399,0.99984
787565433,0.396,1494,36,0.286,0.346,0.00038424,0.99962
717287883,0.473,1532,24,0.5,0.456,0.00019864,0.9998
715746633,0.985,4256,70,1.121,0.124,0.0000473,0.99995
720635883,0.688,2902,60,0.818,0.174,0.00034503,0.99965
710077008,0.721,3522,74,0.897,0.045,0.00011153,0.99989
804437658,0.5,3413,66,0.692,0.22,0.00010307,0.9999
780000258,0.725,4172,84,0.787,0,0.00060278,0.9994
825785508,0.534,4890,64,0.561,0.071,0.00011482,0.99989
720252858,0.826,3396,63,0.8,0,0.00018146,0.99982
710017758,0.665,3784,67,0.457,0,0.00020077,0.9998
711750183,0.729,3640,56,0.867,0.084,0.00010673,0.99989
718364283,1.037,3602,72,1,0,0.00033886,0.99966
711638658,0.777,2878,63,1.032,0.223,0.0000339,0.99997
711046383,0.818,3542,60,0.714,0.038,0.00003,0.99997
720877083,0.893,3323,66,0.833,0.139,0.0000551,0.99994
715662258,0.804,3777,75,0.596,0.839,0.0000628,0.99994
715570533,0.464,1632,44,0.333,0,0.99918,0.00082469
758202858,0.65,3453,72,0.5,0.395,0.00032942,0.99967
712872183,0.704,2464,92,1,0.418,0.00012274,0.99988
710014683,0.722,2807,65,0.806,0.208,0.00015435,0.99985
716934333,0.516,3556,68,0.581,0.185,0.00016861,0.99983
778523733,0.566,3625,73,0.659,0,0.0000572,0.99994
716353083,0.553,4444,72,0.565,0.153,0.00019864,0.9998
753642933,0.648,4293,83,0.976,0.5,0.0000669,0.99993
708151008,1.06,2433,41,1.158,0.103,0.0000578,0.99994
789646158,0.846,3297,66,0.692,0.241,0.0000999,0.9999
712423233,0.942,3752,71,0.919,0.06,0.00010943,0.99989
719806233,0.531,2686,59,0.788,0,0.00010684,0.99989
786509358,1.526,2051,36,1,0.424,0.00018025,0.99982
711502908,0.476,3550,68,0.619,0,0.00011811,0.99988
748617858,0.903,2968,65,0.806,0.371,0.00020321,0.9998
721532583,0.641,1995,39,0.696,0.177,0.99816,0.00184351
789244308,0.851,3986,64,0.73,0.107,0.00016114,0.99984
709330383,0.683,3283,74,0.609,0.163,0.00025657,0.99974
719136183,0.664,3410,69,0.683,0.408,0.0000988,0.9999
716939358,0.959,4632,67,0.457,0,0.00053543,0.99946
778155558,0.779,3560,71,0.511,0,0.0000628,0.99994
713461533,1.092,3042,73,1.028,0.045,0.0000712,0.99993
803776533,0.639,2118,52,0.576,0,0.00021165,0.99979
714857508,0.729,3939,69,0.533,0.205,0.00049554,0.9995
720348933,0.778,3060,60,1.069,0.059,0.00053543,0.99946
721158108,0.394,3982,72,0.532,0,0.00032656,0.99967
789043008,0.496,2058,70,0.842,0,0.00038424,0.99962
713362158,0.761,3519,70,0.591,0,0.00018025,0.99982
712623258,0.729,2272,42,0.448,0.457,0.99683,0.00317458
708494583,0.693,3731,53,0.893,0,0.0000988,0.9999
718394658,0.764,2366,62,0.722,0.579,0.0000285,0.99997
719398158,0.921,3912,76,0.949,0.191,0.00010183,0.9999
711885258,0.884,2078,42,0.68,0.128,0.00052608,0.99947
789161358,1.275,2666,46,1,0.783,0.00013562,0.99986
787581858,0.689,3612,59,0.595,0.468,0.00035894,0.99964
779198133,0.65,3530,61,0.743,0.209,0.00018145,0.99982
708314808,0.436,1570,40,0.6,0.246,0.0000901,0.99991
720508233,0.552,1898,42,0.556,0,0.99812,0.00187699
717134058,0.624,4028,81,0.8,0.225,0.0000568,0.99994
783366483,0.686,3242,74,0.451,0.093,0.00034503,0.99965
715412583,0.75,3815,65,0.806,0.182,0.00019296,0.99981
719562108,0.783,2671,67,0.763,0.129,0.00024118,0.99976
754457883,0.998,1876,35,1.059,0,0.00012511,0.99987
742552683,0.976,4208,86,0.72,0.478,0.00056993,0.99943
711455133,1.113,2481,42,0.68,0.142,0.00030519,0.99969
716387733,0.434,1693,25,0.25,0.262,0.99912,0.00088231
772571508,0.696,2311,43,0.654,0,0.0000198,0.99998
718815108,0.623,3420,81,0.841,0.218,0.00011924,0.99988
719266158,0.737,3434,65,0.512,0.2,0.00010848,0.99989
720708183,0.725,4758,83,0.456,0.081,0.000029,0.99997
767523933,0.873,3938,69,1.091,0,0.0000205,0.99998
797466033,1.027,2880,69,0.468,0.681,0.00017468,0.99983
771886233,0.819,1941,51,1.318,0.043,0.00083218,0.99917
712612233,0.556,2067,59,0.595,0.082,0.00031726,0.99968
716516208,0.674,3748,64,0.829,0,0.00020077,0.9998
709950858,0.751,3458,71,0.651,0.068,0.0000689,0.99993
779882508,0.74,3364,69,0.816,0,0.00056716,0.99943
717472833,0.833,4253,73,0.78,0.098,0.0010289,0.99897
712665633,0.414,3472,51,0.457,0.144,0.00014818,0.99985
709562358,0.973,4456,79,0.837,0.298,0.00030057,0.9997
715391433,0.773,2143,41,0.783,0.133,0.00053513,0.99946
708722583,0.657,3024,64,0.6,0.635,0.00011697,0.99988
720452508,0.622,3848,74,0.762,0,0.000099,0.9999
714566958,0.857,2291,40,0.6,0.068,0.00056993,0.99943
816084333,0.72,3260,63,1.1,0.036,0.00014414,0.99986
806179683,0.91,4433,68,0.659,0.666,0.00016415,0.99984
806244183,0.875,4544,84,0.75,0,0.00015804,0.99984
787999533,0.459,3595,68,0.659,0.38,0.00011065,0.99989
718358808,0.972,3758,61,0.694,0,0.00086777,0.99913
718474683,1.408,3092,67,0.763,0.212,0.00015005,0.99985
716908158,1.049,3299,64,0.73,0.305,0.0000692,0.99993
713984208,0.894,4029,72,0.636,0.151,0.000072,0.99993
713013483,0.464,3754,58,0.611,0.636,0.00031726,0.99968
754599558,0.828,3825,70,0.707,0.278,0.00010944,0.99989
788739633,0.61,2136,40,0.905,0.113,0.99391,0.00609
712411908,0.633,4071,67,0.811,0,0.00056993,0.99943
717538683,0.942,3204,64,0.73,0.049,0.00011811,0.99988
709447908,1.006,3281,63,0.853,0.872,0.000516,0.99948
816834933,0.721,2652,64,0.524,0.022,0.00010786,0.99989
718963158,0.759,3230,64,0.561,0,0.00011192,0.99989
714358008,0.673,4659,72,0.6,0,0.0000845,0.99992
720758808,0.566,1995,54,0.929,0,0.99639,0.00361075
708255633,0.627,3240,65,0.585,0.455,0.00030653,0.99969
716101308,0.857,4251,60,0.714,0,0.00058851,0.99941
715986258,0.514,4037,68,0.447,0.106,0.00015686,0.99984
715858008,0.352,1224,31,0.409,0.312,0.99659,0.00341249
806226933,0.928,3660,59,1.107,0,0.0000323,0.99997
708361833,1.012,3650,80,0.633,0,0.00020077,0.9998
778422933,0.966,3323,56,0.931,0.051,0.00011743,0.99988
708957183,0.568,2198,41,0.864,0.929,0.0000192,0.99998
718000383,0.629,4274,64,0.641,0.049,0.00048435,0.99952
714466458,0.715,3400,76,0.727,0.839,0.00017486,0.99983
719608308,0.59,2927,73,1.212,0.256,0.0001861,0.99981
792995808,0.83,3474,67,0.763,0.234,0.0013166,0.99868
716211258,0.464,1966,43,1.15,0,0.00052594,0.99947
779289033,1.071,3328,61,0.794,0.082,0.00029175,0.99971
719356008,1.022,4548,69,0.917,0,0.00053543,0.99946
718503108,0.437,3792,77,0.604,0.142,0.00012373,0.99988
779661033,0.971,3503,66,0.65,0.043,0.0001994,0.9998
813053733,0.817,3029,49,0.4,0.008,0.99832,0.00167742
718354683,0.681,3646,77,0.75,0.057,0.00023457,0.99977
720529308,0.5,1805,46,0.769,0,0.98907,0.01093
787578183,1.041,3204,68,0.838,0,0.00018145,0.99982
737952333,0.631,3435,65,0.585,0,0.00025668,0.99974
779498058,0.799,2006,34,0.545,0.388,0.00030251,0.9997
799707858,0.769,3584,57,0.966,0.281,0.0000503,0.99995
719543208,0.825,3789,72,0.565,0.064,0.00032275,0.99968
797743233,0.511,4542,77,0.481,0.144,0.00020424,0.9998
710658483,0.653,2098,46,0.586,0.239,0.99939,0.00060765
715399908,0.511,4175,67,0.718,0.194,0.00086777,0.99913
710288883,0.695,5054,73,0.553,0.189,0.00025668,0.99974
719912808,0.706,4288,72,0.6,0,0.00050163,0.9995
720247158,0.813,3787,68,0.619,0.084,0.00015435,0.99985
718672233,0.713,3395,63,0.465,0.054,0.00010684,0.99989
789593058,1.19,3311,84,0.75,0.042,0.00019215,0.99981
710278458,0.457,1643,43,0.483,0.217,0.99661,0.00338788
714467733,0.717,4178,69,0.605,0.057,0.00017297,0.99983
803026008,0.836,3463,65,0.711,0.213,0.00016195,0.99984
772000533,0.406,1809,23,0.278,0.078,0.00016883,0.99983
811035483,0.521,1641,35,0.591,0,0.99904,0.00095977
715480983,0.589,3403,68,0.417,0.156,0.00018612,0.99981
819997983,0.821,1453,26,0.857,0.196,0.0000231,0.99998
807593058,0.699,2003,29,0.318,0,0.99732,0.00267667
720437358,0.836,3596,69,0.568,0.912,0.0000572,0.99994
719465733,1.154,4458,63,0.615,0,0.00029408,0.99971
711978858,0.605,4422,70,0.628,0.132,0.00017987,0.99982
814364808,1.033,2624,46,1,0.334,0.00011153,0.99989
788820933,0.605,3511,73,0.622,0.083,0.00011382,0.99989
713316558,0.703,3776,70,0.944,0,0.00011604,0.99988
779856483,0.638,3368,69,0.533,0,0.0000648,0.99994
717085983,0.981,4312,84,0.787,0.763,0.0001861,0.99981
788030208,0.619,1904,42,0.448,0.187,0.99441,0.00559
709914858,0.644,5169,84,0.474,0.268,0.0000551,0.99994
716111808,0.466,1723,28,0.75,0.751,0.00011924,0.99988
708618933,0.865,3259,80,0.6,0.469,0.00018494,0.99982
720446508,0.721,2681,57,0.727,0.603,0.00018494,0.99982
756488883,0.656,2040,65,0.711,0.737,0.00011703,0.99988
708414033,0.836,3730,66,0.941,0.405,0.00031726,0.99968
756727233,0.5,4895,66,0.784,0.056,0.00031746,0.99968
720379533,0.809,2066,37,0.233,0,0.9983,0.00169532
720340383,0.567,4034,82,0.673,0.578,0.00011382,0.99989
771453033,1.314,3170,57,0.629,0.074,0.0000556,0.99994
708747708,1.109,2512,56,0.867,0,0.0000572,0.99994
712460433,0.666,4112,80,0.481,0.156,0.0000952,0.9999
719801508,0.592,4314,82,0.708,0.039,0.00029196,0.99971
720983733,0.578,2136,54,0.8,0.056,0.99711,0.00288892
713657733,0.62,3809,71,0.511,0.088,0.00012505,0.99987
709955958,0.75,3374,45,0.875,0.127,0.0000383,0.99996
719099583,0.423,1360,33,0.222,0.88,0.99499,0.00501
719513733,0.715,4276,69,0.769,0,0.00077466,0.99923
710654808,0.672,2308,44,0.467,0,0.994,0.006
719651358,0.626,4092,77,0.54,0.07,0.0003262,0.99967
718917408,0.499,3704,70,0.458,0.365,0.0003139,0.99969
808753758,0.529,4109,71,0.614,0.051,0.00011703,0.99988
711699183,1.312,3723,58,1.071,0.149,0.0000566,0.99994
711196458,0.421,1893,41,0.171,0.358,0.99496,0.00504
772565883,0.633,4719,70,0.667,0.075,0.0001676,0.99983
717203958,0.569,1842,32,1.133,0.086,0.00018665,0.99981
769701258,0.655,3996,71,0.543,0.106,0.00028535,0.99971
714933783,0.88,3775,62,0.676,0,0.00015804,0.99984
717650133,0.898,3571,58,0.933,0.296,0.00016316,0.99984
708707808,0.874,3438,66,0.784,0.639,0.0000551,0.99994
717331758,0.765,4228,83,0.596,0.073,0.00054115,0.99946
801385458,0.677,4017,80,0.6,0.235,0.00031517,0.99968
710605458,0.852,4127,70,0.842,0.272,0.00017486,0.99983
719570733,0.552,3766,83,0.694,0.6,0.00021042,0.99979
708646233,0.559,3632,50,0.923,0.075,0.0000708,0.99993
766006758,0.491,1734,38,0.583,0.322,0.00029799,0.9997
710695083,0.635,1635,31,0.824,0.05,0.0000844,0.99992
709224033,0.671,1830,36,0.241,0,0.99487,0.00513
795991758,0.549,4079,67,0.457,0.087,0.00034503,0.99965
709381383,0.809,3830,77,0.51,0.853,0.00014892,0.99985
810321933,0.552,1898,36,1.571,0.094,0.00030516,0.99969
716235783,0.572,4047,75,0.667,0.122,0.00032945,0.99967
758833758,0.604,3520,68,0.889,0.454,0.00034872,0.99965
713579733,0.905,2597,71,0.919,0.167,0.00029411,0.99971
804649833,0.788,3436,74,0.574,0.445,0.00062998,0.99937
780971583,1.108,3772,62,0.879,0.395,0.00010684,0.99989
804673308,0.662,1866,37,0.947,0,0.99818,0.00182139
788747358,0.647,4836,68,0.744,0.368,0.00015005,0.99985
713199558,0.756,3669,58,0.812,0.468,0.00027008,0.99973
713777883,0.975,3543,52,1,0.245,0.00015435,0.99985
771081558,0.832,2862,78,0.733,0.034,0.00011065,0.99989
710229333,0.418,3812,64,0.641,0.113,0.0000901,0.99991
720406233,0.673,1770,46,1,0.33,0.00032656,0.99967
767784708,0.582,2356,40,0.29,0.069,0.99844,0.00155735
712052058,0.791,4212,75,0.531,0.167,0.0000689,0.99993
715278708,0.985,3851,65,0.806,0.582,0.00011924,0.99988
827049558,0.73,4421,89,0.679,0.542,0.00011382,0.99989
710248233,1.125,3392,80,0.86,0.407,0.00019313,0.99981
712146558,0.585,3230,65,0.711,0.685,0.00020321,0.9998
715179933,0.924,4253,91,0.685,0,0.0001861,0.99981
709215708,0.91,3737,73,0.587,0.138,0.00066474,0.99934
710668458,0.916,3405,76,0.727,0,0.0000696,0.99993
718828083,0.839,3533,73,0.587,0.261,0.00028395,0.99972
720781158,0.497,3829,74,0.396,0.222,0.00019683,0.9998
716938383,0.743,3811,61,0.743,0,0.00022068,0.99978
709976358,0.797,3952,80,0.739,0,0.00031211,0.99969
715688958,0.801,4550,84,0.75,0.747,0.000109,0.99989
721493883,1.135,3313,69,0.769,0,0.00013121,0.99987
709830783,0.937,4039,72,0.756,0.049,0.00011671,0.99988
715354983,0.666,3653,77,0.674,0,0.00011256,0.99989
713532858,0.756,4077,70,0.628,0.293,0.0000797,0.99992
721295658,0.945,3975,63,0.537,0.073,0.00016305,0.99984
720313083,0.637,2637,68,0.388,0.365,0.00018558,0.99981
720724008,0.718,3717,67,0.675,0.175,0.00015804,0.99984
712828533,0.563,4820,74,0.644,0,0.0000517,0.99995
717007458,0.982,3256,71,0.919,0.428,0.00030251,0.9997
710728458,0.532,4409,75,0.531,0.197,0.00018558,0.99981
717720108,0.656,3274,69,0.568,0.079,0.00019143,0.99981
720648483,0.62,1821,53,0.514,0.035,0.0001834,0.99982
770146008,0.648,1908,37,0.37,0.703,0.00016883,0.99983
714829683,0.702,3688,65,0.757,0.101,0.00043772,0.99956
717015333,0.809,3974,70,0.556,0.719,0.0000568,0.99994
757837458,0.674,4065,79,0.646,0.185,0.00031746,0.99968
719240358,0.981,4095,67,0.914,0.167,0.0000685,0.99993
719036883,0.896,4163,77,0.453,0,0.0001736,0.99983
714000108,0.483,3658,66,0.65,0,0.00032945,0.99967
720786033,0.958,2489,38,0.9,0.113,0.00029801,0.9997
708917133,0.43,4498,73,0.622,0,0.00052052,0.99948
818929158,0.545,2220,53,0.828,0,0.00026028,0.99974
709513458,1.675,3213,52,1.476,0.192,0.00011482,0.99989
717705858,0.937,2528,52,0.793,0,0.00029408,0.99971
716573058,0.499,1598,40,0.29,0,0.99871,0.00128822
827695683,0.574,3906,77,0.51,0.039,0.00060278,0.9994
819189108,0.78,4456,85,0.635,0,0.000095,0.99991
716977758,0.766,1913,35,0.667,0.685,0.99143,0.00857
714901383,0.582,4503,69,0.643,0.239,0.00029408,0.99971
718500633,1.161,3270,58,0.933,0.239,0.0000383,0.99996
713516433,0.956,2934,80,0.633,0.137,0.0000205,0.99998
715140933,1.061,3704,60,0.538,0.068,0.00030619,0.99969
712642533,0.549,3788,76,0.689,0.064,0.00010566,0.99989
721498008,0.978,3966,57,0.781,0,0.00012144,0.99988
717189183,0.713,2665,65,0.667,0.187,0.00024431,0.99976
708902883,0.51,3364,61,0.564,0,0.00011382,0.99989
817889583,0.826,2260,46,1,0,0.99775,0.00225216
717242058,0.764,2134,42,0.355,0,0.99813,0.00187266
715628733,0.82,3157,59,0.844,0,0.0005948,0.99941
716613933,0.705,3651,60,0.818,0.434,0.00020266,0.9998
712709508,0.596,2645,63,0.8,0,0.00056716,0.99943
716306583,0.586,2325,45,0.731,0.66,0.9987,0.00130267
720026058,1.101,3526,64,0.684,0.06,0.0000961,0.9999
756397458,1.005,3170,70,0.842,0,0.00043766,0.99956
712644483,0.741,4270,62,0.55,0.06,0.00010943,0.99989
814489683,0.837,2596,59,1.034,0.148,0.0000223,0.99998
789111483,0.729,4255,75,0.562,0.112,0.00053543,0.99946
709573533,0.58,3914,71,0.775,0,0.0000588,0.99994
807137808,0.667,3494,67,0.718,0,0.0000556,0.99994
711861258,0.691,4046,57,0.629,0,0.00018475,0.99982
716660583,0.661,3696,72,0.6,0.17,0.0001724,0.99983
717222033,0.76,4272,76,0.81,0.727,0.00018025,0.99982
716617608,0.615,1936,58,0.657,0.638,0.00027604,0.99972
716786808,0.585,3838,66,0.692,0,0.00013827,0.99986
718882008,0.528,4960,73,0.46,0.04,0.00010386,0.9999
770975133,0.712,4382,74,0.542,0.343,0.00028024,0.99972
715234008,0.802,4216,67,0.595,0.337,0.00027604,0.99972
709326183,0.809,3447,74,0.85,0.234,0.00011065,0.99989
721233033,0.242,1474,36,0.091,0.094,0.99466,0.00534
712319958,0.864,3853,71,0.775,0.207,0.00007,0.99993
712198983,0.784,3169,67,0.489,0,0.00031726,0.99968
772103208,0.882,3534,78,0.902,0,0.00018053,0.99982
779502333,0.321,1480,37,0.276,0,0.99417,0.00583
718737708,0.673,4202,66,0.61,0.038,0.00035434,0.99965
821351958,0.785,3308,54,1,0,0.0000562,0.99994
716142858,0.662,3914,77,0.75,0.127,0.00015398,0.99985
